sku,row_type,name,brand,category,sheet,status,finding,caveat,facts_scored,copy_enriched,prose_words,bullets,spec_rows,spec_rows_informative,meta_len,has_short_desc,has_image,gallery_images,has_dimensions,model_number,status_published,import_evidence,supplier_sheet,research_file,finding_theme
IMG/HOT/00167,top,Pressure Cooker 16 Litres SSPC-16,STEELOLOGY,Kitchen Smalls > Pressure Cookers,,Complete,,,,1,72,4,6,3,140,1,1,0,0,SSPC-16,published,,H KITCHEN (1),broaster-geneva-rimpar-research.md;hk-redline-research.md,
IMG/HOT/00168,top,Pressure Cooker 25 Litres H Kitchen SSPC-25,HK-REDLINE,Kitchen Smalls > Pressure Cookers,KITCHEN SMALLS,Complete,,thin listing,0,1,17,1,3,0,85,1,1,0,0,SSPC-25,published,,"H KITCHEN (43), KASSIDYxx (2)",broaster-geneva-rimpar-research.md;hk-redline-research.md,
IMG/HOT/00169,top,Pressure Cooker 40 Litres,GENEVA,Kitchen Smalls > Pressure Cookers,KITCHEN SMALLS,Sources disagree,Our listing says stainless steel; the Time Saver source lists this cooker as aluminium. Confirm the material before quoting.,,,0,0,1,0,0,0,1,1,0,0,SSPC-40,published,H KITCHEN / H-KITCHEN `SSPC-40 (exact),H KITCHEN (2),broaster-geneva-rimpar-research.md;hk-redline-research.md,Capacity / material
IMG/HOT/00170,top,Pressure Cooker 60 Litres,GENEVA,Kitchen Smalls > Pressure Cookers,KITCHEN SMALLS,Sources disagree,Our listing says stainless steel; the Time Saver source lists this cooker as aluminium. It is also illustrated by the 40 litre unit.,,,0,0,1,0,0,0,1,1,0,0,SSPC-60,published,H KITCHEN / H-KITCHEN `SSPC-60 (exact),H KITCHEN (2),broaster-geneva-rimpar-research.md;hk-redline-research.md,Capacity / material
IMG/COF/00041,top,Cappuccino Machine Silvia,RANCILIO,Coffee Machines > Semi Automatic,,Complete,,,,1,61,7,18,15,150,1,1,3,1,SILVIA,published,,RANCILIO (6),rancilio-research.md;rational-rancilio-kef-gaps-research.md,
IMG/COF/00079,top,Cappuccino Machine Silvia Pro,RANCILIO,Coffee Machines > Semi Automatic,,Complete,,,,1,158,6,22,19,128,1,1,3,1,SILVIA PRO,published,,RANCILIO (6),rancilio-research.md;rational-rancilio-kef-gaps-research.md,
IMG/COF/00035,top,Espresso Machine Class 5S GR1,RANCILIO,Coffee Machines > Semi Automatic,,Complete,,,,1,164,6,19,16,157,1,1,2,1,CLASS 5S GR 1,published,,RANCILIO (6),rancilio-research.md;rational-rancilio-kef-gaps-research.md,
IMG/COF/00036,top,Espresso Machine Class 5ST GR1,RANCILIO,Coffee Machines > Semi Automatic,,Complete,,,,1,165,6,18,15,154,1,1,2,1,CLASS 5ST GR 1,published,,RANCILIO (6),rancilio-research.md;rational-rancilio-kef-gaps-research.md,
IMG/COF/00037,top,Espresso Machine Class 5S GR2 Black,RANCILIO,Coffee Machines > Semi Automatic,,Complete,,,,1,146,6,18,15,143,1,1,4,1,CLASS 5S GR 2,published,,RANCILIO (6),rancilio-research.md;rational-rancilio-kef-gaps-research.md,
IMG/COF/00038,top,Espresso Machine Class 5S GR2 White,RANCILIO,Coffee Machines > Semi Automatic,,Complete,,,,1,146,6,18,15,148,1,1,5,1,CLASS 5S GR 2,published,,RANCILIO (6),rancilio-research.md;rational-rancilio-kef-gaps-research.md,
IMG/COF/00039,top,Espresso Machine Class 7S GR3,RANCILIO,Coffee Machines > Semi Automatic,,Complete,,,,1,137,6,18,15,157,1,1,4,1,CLASS 7S GR 3,published,,RANCILIO (6),rancilio-research.md;rational-rancilio-kef-gaps-research.md,
IMG/COF/00048,top,Water Softeners DP2,RANCILIO,Coffee Machines > Semi Automatic > Semi Automatic Accessories,,Complete,,,,1,146,5,13,10,131,1,1,1,1,IV8,published,,RANCILIO (6),rancilio-research.md;rational-rancilio-kef-gaps-research.md,
IMS/MEC/00303,top,Coffee Tamper Stainless Steel,RANCILIO,Coffee Machines > Semi Automatic > Semi Automatic Accessories,,Complete,,,,1,130,5,12,9,127,1,1,0,0,STAINLESS STEEL,published,,RANCILIO (6),rancilio-research.md;rational-rancilio-kef-gaps-research.md,
IMS/MEC/00469,top,Coffee Tamper PVC,RANCILIO,Coffee Machines > Semi Automatic > Semi Automatic Accessories,,Complete,,,,1,122,6,9,6,160,1,1,0,0,PVC,published,,RANCILIO (6),rancilio-research.md;rational-rancilio-kef-gaps-research.md,
IMG/COF/00135,top,Automatic Coffee Grinder Kryo 65 OD,RANCILIO,Coffee Machines > Coffee Grinders,,Complete,,,,1,140,6,20,17,149,1,1,2,1,KRYO 65 OD,published,,RANCILIO (6),rancilio-research.md;rational-rancilio-kef-gaps-research.md,
IMG/COF/00043,top,Coffee Grinder Kryo 65 St,RANCILIO,Coffee Machines > Coffee Grinders,,Complete,,,,1,150,6,18,15,141,1,1,4,1,KRYO 65 ST,published,,RANCILIO (6),rancilio-research.md;rational-rancilio-kef-gaps-research.md,
IMG/COF/00044,top,Coffee Grinder Rocky,RANCILIO,Coffee Machines > Coffee Grinders,,Complete,,,,1,137,6,17,14,130,1,1,1,1,ROCKY,published,,RANCILIO (6),rancilio-research.md;rational-rancilio-kef-gaps-research.md,
IMG/COF/00128,top,Rancilio Rocky Doser Nero Black,RANCILIO,Coffee Machines > Coffee Grinders,,Complete,,,,1,121,6,16,13,159,1,1,1,0,ROCKY,draft,,RANCILIO (6),antunes-research.md;rancilio-research.md,
IMG/COF/00099,top,Automatic Coffee Machine F11 Big,DR. COFFEE,Coffee Machines > Automatic,,Complete,,,,1,94,6,15,12,156,1,1,1,1,F11 BIG,published,,,dr-coffee-research.md,
IMG/COF/00096,top,Automatic Coffee Machine Minibar,DR. COFFEE,Coffee Machines > Automatic,,Complete,,,,1,98,6,16,13,154,1,1,2,1,MINIBAR,published,,,dr-coffee-research.md,
IMG/COF/00054,top,Espresso Machine Microbar II Simonelli,SIMONELLI,Coffee Machines > Automatic,,Complete,,,,1,125,6,11,8,149,1,1,0,1,MICROBAR II,published,,SIMONELLI (1),antunes-research.md;six-single-sku-brands-research.md,
IMG/COF/00073,top,Automatic Coffee Machine Fab 100,KALERM,Coffee Machines > Automatic,,Complete,,,,1,134,6,17,14,160,1,1,1,1,K90L BGS,published,,,antunes-research.md;kalerm-research.md,
IMG/COF/00074,top,Automatic Coffee Machine Fas 100,KALERM,Coffee Machines > Automatic,,Complete,,,,1,137,6,18,16,148,1,1,1,1,K95L EBGS,published,,,antunes-research.md;kalerm-research.md,
IMG/COF/00072,top,Automatic Coffee Machine FAB50,KALERM,Coffee Machines > Automatic,,Complete,,,,1,127,6,15,12,157,1,1,0,1,FAB 50,published,,,antunes-research.md;kalerm-research.md,
IMG/COF/00071,top,Automatic Coffee Machine Fao 30,KALERM,Coffee Machines > Automatic,,Complete,,,,1,121,6,15,12,156,1,1,2,1,FAO 30,published,,,antunes-research.md;dr-coffee-research.md,
IMG/COF/00097,top,Milk Fridge SC15,DR. COFFEE,Coffee Machines > Automatic > Automatic Accessories,COFFEE MACHINES,Sources disagree,record carries the SC10 sibling figures (65 W / 10 L),,,1,95,5,10,6,155,1,1,0,1,SC15,published,,,dr-coffee-research.md;kalerm-research.md,Other spec value
IMG/COF/00047,top,Milk Fridge Egro Zero MAEA03,RANCILIO,Coffee Machines > Automatic > Automatic Accessories,,Complete,,,,1,124,5,12,10,129,1,1,1,1,MAEA03,draft,,RANCILIO (6),antunes-research.md;kalerm-research.md,
IMG/COF/00033,top,Coffee Brewer with Coffee Filter,PRADEEP,Coffee Machines > Coffee Brewers,,Complete,,,,1,94,5,9,7,136,1,1,0,0,9230,published,,PRADEEP (1),pradeep-research.md,
IMG/COF/00008,top,Decanter 1.8 Litres CREM,CREM,Coffee Machines > Coffee Brewers,,Complete,,,,1,120,6,8,6,133,1,1,0,0,110001,published,,CREM (8),crem-research.md,
IMG/COF/00105,top,Coffee Brewer Single Cater FLC 250,KEF,Coffee Machines > Coffee Brewers,,Complete,,,,1,120,6,12,10,160,1,1,1,1,FLC 250,published,,,kef-research.md;rational-rancilio-kef-gaps-research.md,
IMG/COF/00103,top,Coffee Brewer with 1 Decanter FLT120 Black,KEF,Coffee Machines > Coffee Brewers,COFFEE MACHINES,Sources disagree,B7. Two model numbers disagree between the workbook and products.json,,,1,127,6,14,12,131,1,1,0,1,FLT120 BLACK,published,,,kef-research.md;rational-rancilio-kef-gaps-research.md,Model code / identity
IMG/COF/00104,top,Coffee Brewer with 2 Decanter FLT120-2 Inox,KEF,Coffee Machines > Coffee Brewers,COFFEE MACHINES,Sources disagree,B7. Two model numbers disagree between the workbook and products.json,,,1,112,6,11,9,129,1,1,0,1,FLT120-2 INOX,published,,,kef-research.md;rational-rancilio-kef-gaps-research.md,Model code / identity
IMG/COF/00101,top,Decanter 1.8 Litres KEF,KEF,Coffee Machines > Coffee Brewers,,Complete,,,,1,114,6,8,6,153,1,1,0,0,CMP-2,published,,,crem-research.md;kef-research.md,
IMG/COF/00139,top,Commercial Coffee Brewer GW-386-BD2 (RB-386) Goodwill,GOODWILL,Coffee Machines > Coffee Brewers,,Complete,,,,1,51,10,16,14,106,1,1,2,1,GW-386-BD2 (RB-386),published,,,goodwill-research.md,
IMG/COF/00140,top,Commercial Coffee Brewer GW-386-B (RV-386) Goodwill,GOODWILL,Coffee Machines > Coffee Brewers,,Complete,,,,1,84,10,15,13,94,1,1,2,1,GW-386-B (RV-386),published,,,goodwill-research.md,
IMG/COF/00141,top,Commercial Coffee Brewer GW-FRP286-BV (FRP-286BV) Goodwill,GOODWILL,Coffee Machines > Coffee Brewers,COFFEE MACHINES,Sources disagree,VEVOR's drawing and its own spec row disagree,,,1,81,8,15,13,99,1,1,2,1,GW-FRP286-BV (FRP-286BV),published,,,goodwill-research.md,Other spec value
IMS/FIT/00992,top,Coffee Filter Papers 90/250,KEF,Coffee Machines > Coffee Brewers,,Complete,,,,1,118,6,8,6,129,1,1,0,0,FK925,published,,,kef-research.md;rational-rancilio-kef-gaps-research.md,
IMG/COF/00011,top,Air Pot with Sight Gauge,CREM,Coffee Machines > Coffee Servery,COFFEE MACHINES,Sources disagree,kaffe-rep 160x412x200 vs Parts Town 140x140x400,,,1,128,6,8,6,150,1,1,1,1,1103184,published,CREM / CREM `1103184 (exact),CREM (8),crem-research.md,Dimensions
IMG/COF/00009,top,Serving Station 2.5 Litres,CREM,Coffee Machines > Coffee Servery,COFFEE MACHINES,Sources disagree,three sources give three different sizes,,,1,124,6,10,8,131,1,1,0,1,1103303,published,CREM / CREM `1103303 (exact),CREM (8),crem-research.md,Other spec value
IMG/COF/00010,top,Serving Station 5 Litres,CREM,Coffee Machines > Coffee Servery,COFFEE MACHINES,Sources disagree,same conflict as the 2.5 L serving station,,,1,133,6,10,8,133,1,1,0,1,1103302,published,CREM / CREM `1103302 (exact),CREM (8),crem-research.md,Other spec value
IMG/COF/00133,top,Cup Dispenser DAC-05,ANTUNES,Coffee Machines > Coffee Servery,,Complete,,,,1,106,6,14,11,146,1,0,0,1,9900305,draft,,,antunes-research.md,
IMG/REF/00081,top,Ice Cube Machine CB-249A Brema,BREMA,Ice & Ice Cream Machines > Ice Cube Machines,,Complete,,,,1,89,6,13,10,159,1,1,1,1,CB 249A HC,published,,BREMA (3),brema-research.md,
IMG/REF/00082,top,Ice Cube Machine CB-416A Brema,BREMA,Ice & Ice Cream Machines > Ice Cube Machines,,Complete,,,,1,91,6,14,11,159,1,1,2,1,CB 416A HC,published,,BREMA (3),brema-research.md,
IMG/REF/00154,top,Ice Cube Machine CB-640A Brema,BREMA,Ice & Ice Cream Machines > Ice Cube Machines,,Complete,,,,1,97,6,14,11,160,1,1,2,1,CB 640A HC,published,,BREMA (3),brema-research.md,
IMG/REF/00181,top,Ice Cube Machine CB 955A HC Brema,BREMA,Ice & Ice Cream Machines > Ice Cube Machines,,Complete,,,,1,105,6,15,12,155,1,1,2,1,CB 955A HC,published,,BREMA (3),brema-research.md,
IMG/REF/00076,top,Ice Cube Machine CB-1565A Brema,BREMA,Ice & Ice Cream Machines > Ice Cube Machines,,Complete,,,,1,90,6,13,10,141,1,1,0,1,CB 1565A HC,draft,,BREMA (3),brema-research.md,
IMG/REF/00022,top,Ice Cube Machine ZBJ-40P Iberna,OEM SHEFFIELD,Ice & Ice Cream Machines > Ice Cube Machines,ICE & ICE CREAM MACHINES,Sources disagree,"no 895 mm tall 40 kg machine exists, stored height wrong",,,1,18,1,4,1,102,1,1,2,1,ZBJ-40P,published,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",iberna-research.md;oem-sheffield-research.md,Dimensions
IMG/REF/00021,top,Ice Cube Machine ZBJ-60P Iberna,OEM SHEFFIELD,Ice & Ice Cream Machines > Ice Cube Machines,,Complete,,,,1,116,5,10,7,138,1,1,1,1,ZBJ-60P,published,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",iberna-research.md;oem-sheffield-research.md,
IMG/REF/00209,top,Ice Cube Machine ZBJ-80P Iberna,OEM SHEFFIELD,Ice & Ice Cream Machines > Ice Cube Machines,,Complete,,,,1,113,5,9,6,132,1,1,0,1,ZBJ-80PA,published,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",iberna-research.md;oem-sheffield-research.md,
IMG/REF/00020,top,Ice Cube Machine ZBJ-100L Iberna,OEM SHEFFIELD,Ice & Ice Cream Machines > Ice Cube Machines,,Complete,,,,1,159,5,9,6,137,1,1,1,1,ZBJ-100L,published,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",iberna-research.md;oem-sheffield-research.md,
IMG/REF/00019,top,Ice Cube Machine ZBJ-150P Iberna,OEM SHEFFIELD,Ice & Ice Cream Machines > Ice Cube Machines,ICE & ICE CREAM MACHINES,Sources disagree,"SAP figure is the head unit only, not the split machine",,,1,19,1,4,1,112,1,1,0,1,ZBJ-150L,published,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",iberna-research.md;oem-sheffield-research.md,Other spec value
IMG/REF/00210,top,Ice Cube Machine ZBJ-250P Iberna,OEM SHEFFIELD,Ice & Ice Cream Machines > Ice Cube Machines,,Complete,,,,1,115,5,9,6,133,1,1,0,1,ZBJ-250L,published,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",iberna-research.md;oem-sheffield-research.md,
IMG/ICE/00017,top,Ice Cream Machine Table Top S110F,PASMO,Ice & Ice Cream Machines > Soft Serve & Gelato Machines,,Complete,,,,1,69,6,13,10,135,1,1,2,1,S110F,published,,PASMO (3),pasmo-research.md,
IMG/ICE/00018,top,Ice Cream Machine Free Standing S520F,PASMO,Ice & Ice Cream Machines > Soft Serve & Gelato Machines,,Complete,,,,1,75,6,14,11,156,1,1,2,1,S520F,published,,PASMO (3),pasmo-research.md,
IMG/ICE/00029,top,Ice Cream Machine Table Top S230F,PASMO,Ice & Ice Cream Machines > Soft Serve & Gelato Machines,,Complete,,,,1,67,6,16,13,143,1,1,2,1,S230F,published,,PASMO (3),pasmo-research.md,
IMG/ICE/00026,top,Turbomix Vertical Blender,CARPIGIANI,Ice & Ice Cream Machines > Gelato Accessories,,Complete,,,,1,92,6,9,6,131,1,1,2,1,Turbomix,published,,CARPIGIANI (1),carpigiani-research.md,
IMG/ICE/00027,top,Ice Cream Machine Maestro 2 HCD,CARPIGIANI,Ice & Ice Cream Machines > Soft Serve & Gelato Machines,,Complete,,,,1,96,6,12,9,122,1,1,0,1,MAESTRO 2 HCD,published,,CARPIGIANI (1),carpigiani-research.md,
IMG/ICE/00028,top,Pastomaster 60 RTX Batch Pasteuriser,CARPIGIANI,Ice & Ice Cream Machines > Batch Pasteurisers,,Complete,,,,1,85,6,12,9,133,1,1,0,1,PASTOMASTER 60 RTX,published,,CARPIGIANI (1),carpigiani-research.md,
IMG/DWW/00085,top,Dish Washer Hood PC-09,COMENDA,Dishwashers > Hood Type Dishwashers,,Complete,,,,1,116,6,20,17,144,1,1,1,1,PC-09,published,,COMENDA (2),comenda-research.md,
IMG/DWW/00093,top,Dish Washer Hood Type PC 07,COMENDA,Dishwashers > Hood Type Dishwashers,,Complete,,,,1,120,6,20,17,150,1,1,1,1,PC 07,published,,COMENDA (2),comenda-research.md,
IMG/DWW/00158,top,Dish Washer Hood Type EC44,COMENDA,Dishwashers > Hood Type Dishwashers,,Complete,,,,1,108,6,20,17,156,1,1,0,1,EC44,published,,COMENDA (2),comenda-research.md,
IMG/DWW/00159,top,Dish Washer Undercounter EF36M,COMENDA,Dishwashers > Under Counter Dishwashers,,Complete,,,,1,121,6,20,17,130,1,1,1,1,EF36M,published,,COMENDA (2),comenda-research.md,
IMG/DWW/00160,top,Glass Washer Undercounter EB28,COMENDA,Dishwashers > Glass Washers,,Complete,,,,1,110,6,21,18,141,1,1,0,1,EB28,published,,COMENDA (2),comenda-research.md,
IMG/DWW/00151,top,Under Counter Dishwasher Hattons,Hatton,Dishwashers > Under Counter Dishwashers,,Complete,,,,1,112,6,16,13,159,1,1,1,1,HT-T2,published,,,hatton-research.md,
IMG/DWW/00032,top,Cutlery Rack 8 Compartment,COMENDA,Dishwashers > Dishwasher Racks,,Complete,,,,1,106,4,7,5,143,1,1,2,1,N/A,archived,,COMENDA (2),comenda-research.md,
IMG/DWW/00033,top,Dish Wash Rack 400MM,COMENDA,Dishwashers > Dishwasher Racks,,Complete,,,,1,96,4,6,4,140,1,1,1,0,N/A,published,,COMENDA (2),comenda-research.md,
IMG/DWW/00040,top,Glass Rack Extender 16 Compartment,OEM SHEFFIELD,Dishwashers > Dishwasher Racks,,Complete,,,,1,132,5,7,3,141,1,1,2,1,JW-162,published,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",oem-sheffield-research.md,
IMG/DWW/00043,top,Glass Rack Extender 25 Compartment,OEM SHEFFIELD,Dishwashers > Dishwasher Racks,DISHWASHERS,Sources disagree,"JIWINS gives 500x500x45, we store 500/500/100",,,1,19,2,5,2,112,1,1,2,1,JW-253,published,GUANGZHOU / Guangzoh `JW-25 (near),"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",oem-sheffield-research.md,Dimensions
IMG/DWW/00071,top,Glass Rack 16 Compartments with 1 Extender,KAYALAR,Dishwashers > Dishwasher Racks,,Complete,,,,1,151,6,10,8,141,1,0,0,0,153114021,archived,,KAYALARxx (4),systematic-kayalar-research.md,
IMG/DWW/00072,top,Glass Rack 36 Compartments with 2 Extender,KAYALAR,Dishwashers > Dishwasher Racks,,Complete,,,,1,166,6,10,8,142,1,0,0,0,153114030,archived,,KAYALARxx (4),systematic-kayalar-research.md,
IMG/DWW/00073,top,Glass Rack 16 Compartments with 2 Extender,KAYALAR,Dishwashers > Dishwasher Racks,,Complete,,,,1,151,6,10,8,142,1,0,0,1,153114022,archived,,KAYALARxx (4),systematic-kayalar-research.md,
IMG/DWW/00074,top,Glass Rack 49 Compartments with 1 Extender,KAYALAR,Dishwashers > Dishwasher Racks,,Complete,,,,1,153,6,10,8,141,1,0,0,0,153114033,archived,,KAYALARxx (4),systematic-kayalar-research.md,
IMG/DWW/00075,top,Glass Rack 49 Compartments with 2 Extender,KAYALAR,Dishwashers > Dishwasher Racks,,Complete,,,,1,153,6,10,8,142,1,0,0,0,KAY 37,archived,,KAYALARxx (4),systematic-kayalar-research.md,
IMG/DWW/00097,top,Plate Rack 64 Compartment JW-64B,OEM SHEFFIELD,Dishwashers > Dishwasher Racks,DISHWASHERS,Sources disagree,"colour: the spec says Blue, the SAP remark said Beige",,,1,122,5,7,3,133,1,1,2,1,JW-64B,archived,GUANGZHOU / Guangzoh `JW-64B (exact),"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",oem-sheffield-research.md,Other spec value
IMG/DWW/00098,top,Glass Rack 36 Compartment JW-36,OEM SHEFFIELD,Dishwashers > Dishwasher Racks,,Complete,,,,1,111,5,7,3,141,1,1,3,1,JW-36,archived,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",oem-sheffield-research.md,
IMG/DWW/00101,top,Glass Rack 16 Compartment JW-16,OEM SHEFFIELD,Dishwashers > Dishwasher Racks,,Complete,,,,1,133,5,7,3,142,1,1,2,1,JW-16,published,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",oem-sheffield-research.md,
IMG/DWW/00103,top,Plate Rack 25 Compartment JW-25B,OEM SHEFFIELD,Dishwashers > Dishwasher Racks,,Complete,,,,1,115,5,7,3,142,1,1,1,1,JW-25B,published,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",oem-sheffield-research.md,
IMG/DWW/00104,top,Glass Rack 25 Compartment JW-25,OEM SHEFFIELD,Dishwashers > Dishwasher Racks,,Complete,,,,1,128,5,7,3,141,1,1,4,1,JW-25,published,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",cambro-research.md;oem-sheffield-research.md,
IMG/DWW/00105,top,Mobile Plate Rack - Capacity 48 Plates,OEM SHEFFIELD,Dishwashers > Dishwasher Racks,,Complete,,,,1,98,5,8,5,134,1,1,0,1,JW-DC48,archived,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",oem-sheffield-research.md,
IMG/DWW/00107,top,Plate Racks 64 Comp Camrack Grey,CAMBRO,Dishwashers > Dishwasher Racks,DISHWASHERS,Sources disagree,Listing says 64 compartments; the Cambro part sourced (PR59314) is a 5 x 9 peg rack holding 18 plates. Confirm which product this is.,,,0,0,0,0,0,0,0,1,4,0,PR59314151,archived,CAMBRO / CAMBRO `PR59314151 (exact),CAMBRO (1),cambro-research.md,Dimensions
IMG/DWW/00110,top,Open Rack Jw-Ss,OEM SHEFFIELD,Dishwashers > Dishwasher Racks,DISHWASHERS,Sources disagree,duplicate of IMG/DWW/00143 - merge or keep both,,,1,128,5,6,2,134,1,1,0,1,JW-S,published,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",oem-sheffield-research.md,Model code / identity
IMG/DWW/00142,top,Open Plate & Tray Rack Blue 25 Compartment,OEM SHEFFIELD,Dishwashers > Dishwasher Racks,,Complete,,,,1,114,5,7,3,137,1,1,1,1,JW-25P,archived,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",oem-sheffield-research.md,
IMG/DWW/00143,top,Open Rack JW-S,OEM SHEFFIELD,Dishwashers > Dishwasher Racks,DISHWASHERS,Sources disagree,duplicate of IMG/DWW/00110 - merge or keep both,,,1,16,2,6,2,85,1,1,0,1,JW-S,archived,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",oem-sheffield-research.md,Model code / identity
IMG/DWW/00144,top,Cutlery Rack JW-C,OEM SHEFFIELD,Dishwashers > Dishwasher Racks,DISHWASHERS,Sources disagree,"photograph is byte-identical to JW-S, shows the wrong rack",,,1,130,5,6,2,135,1,1,0,1,JW-C,archived,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",oem-sheffield-research.md,Wrong photograph
IMG/DWW/00150,top,Glass Rack 49 Compartment JW-49,GUANGDONG PERFECT,Dishwashers > Dishwasher Racks,DISHWASHERS,No supplier data,No published specification found for JW-49.,,,0,0,0,0,0,0,0,1,1,0,JW-49,archived,,,oem-placeholder-brands-research.md,Other spec value
IMG/DWW/00156,top,CB Combination Rack,COMENDA,Dishwashers > Dishwasher Racks,,Complete,,,,1,93,4,6,4,133,1,1,2,0,CB-12/18,archived,,COMENDA (2),comenda-research.md,
IMG/DWW/00157,top,Plate Rack,COMENDA,Dishwashers > Dishwasher Racks,,Complete,,,,1,92,4,6,4,141,1,1,1,0,PR,archived,,COMENDA (2),comenda-research.md,
IMG/DWW/00149,top,Hood Type Dishwasher,Hatton,Dishwashers > Hood Type Dishwashers,,Complete,,,,1,112,6,18,15,158,1,1,0,1,HT-Z1,published,,,hatton-research.md,
IMG/HOT/00255,top,6 Burner Gas Range with Gas Oven RGR36 Redline,SHEFFIELD REDLINE,Cooking Equipment > Cooking Ranges,COOKING EQUIPMENT,Our records only,no external source published - written from our own records,,,0,0,8,0,0,0,1,1,0,1,RGR36,published,,,hk-redline-research.md,Other spec value
IMG/HOT/00437,top,6 Burner Gas Range with Gas Oven HDSGR-36,HDS,Cooking Equipment > Cooking Ranges,,Complete,,,,1,114,5,8,5,124,1,1,0,0,HDSGR-36,archived,,,hds-research.md;sap-reconciliation-research.md,
IMG/HOT/00048,top,4 Burner Table Top Fagor CG7-40,FAGOR,Cooking Equipment > Cooking Ranges,COOKING EQUIPMENT,Sources disagree,"our power figures belong to the CG7-40 H, a different model",,,1,106,6,11,8,149,1,1,0,1,CG7-40,published,CANCELLED IMPORTED ITEMS / FAGOR `CG7-40 (exact),CANCELLED IMPORTED ITEMS (2),fagor-research.md,Model code / identity
IMG/HOT/00049,top,4 Burner Table Top Fagor CG6-40,FAGOR,Cooking Equipment > Cooking Ranges,,Complete,,,,1,114,6,11,8,144,1,1,0,1,CG6-40,published,,CANCELLED IMPORTED ITEMS (2),fagor-research.md;kusina-research.md,
IMG/HOT/00067,top,4 Burner Table Top H Kitchen,HK-REDLINE,Cooking Equipment > Cooking Ranges,COOKING EQUIPMENT,No supplier data,"No source carries this code. The only image found is an unlabelled marketplace photo, so nothing can be verified against it.",,,1,17,2,3,0,77,1,1,0,1,SOT-4S,published,H KITCHEN / H-KITCHEN `SOT--4S (exact),"H KITCHEN (43), KASSIDYxx (2)",h-kitchen-research.md;hk-redline-research.md,Wrong photograph
IMG/HOT/00120,top,4 Burner Gas Range + Electric Oven Kusina,KUSINA,Cooking Equipment > Cooking Ranges,,Complete,,,,1,129,6,25,22,149,1,1,2,1,G7K210G-E,published,,KUSINA (1),kusina-research.md,
IMG/HOT/00256,top,4 Burner Gas Range with Gas Oven RGR24 Redline,SHEFFIELD REDLINE,Cooking Equipment > Cooking Ranges,COOKING EQUIPMENT,Our records only,no external source published - written from our own records,,,0,0,8,0,0,0,1,1,0,1,RGR24,published,,,,Other spec value
IMG/HOT/00267,top,4 Burner Gas Range Table Top EHP-4S,H-KITCHEN,Cooking Equipment > Cooking Ranges,,Complete,,,,1,126,6,13,10,152,1,1,2,1,EHP-4S,archived,,"H KITCHEN (2), BRAVO (1)",h-kitchen-research.md,
IMG/HOT/00438,top,Gas Burners with Oven and 24 Inch Griddle/Salamander,HDS,Cooking Equipment > Cooking Ranges,,Complete,,,,1,130,5,8,6,119,1,1,4,0,HDSGR60-GS24,archived,,,hds-research.md;sap-reconciliation-research.md,
